Data,Valor,21,62,125,252
2019-11-25,110622,67,72,71,74
2019-11-26,111126,59,66,67,73
2019-11-27,110977,57,65,67,72
2019-11-28,110672,65,70,70,74
2019-11-29,110964,64,70,70,74
2019-12-02,112200,63,73,70,74
2019-12-03,112565,63,74,72,76
2019-12-04,111896,70,74,72,77
2019-12-05,112616,72,74,72,76
2019-12-06,114315,78,80,76,77
2019-12-09,115131,78,78,77,77
2019-12-10,115121,78,79,76,78
2019-12-11,115863,84,78,78,79
2019-12-12,117203,84,78,77,80
2019-12-13,116534,82,81,79,81
2019-12-16,115964,85,82,80,83
2019-12-17,118573,85,83,79,83
2019-12-18,117707,85,85,81,84
2019-12-19,116878,86,85,83,83
2019-12-20,116662,85,85,82,82
2019-12-23,116247,86,88,83,84
2019-12-26,115947,88,86,85,85
2019-12-27,115503,86,88,85,86
2019-12-30,117325,88,89,85,86
2020-01-02,117632,90,89,85,86
2020-01-03,116414,88,89,85,86
2020-01-06,116704,86,90,87,86
2020-01-07,118478,84,90,87,87
2020-01-08,118862,82,89,89,87
2020-01-09,117026,83,90,88,87
2020-01-10,118391,79,89,88,88
2020-01-13,119528,83,91,89,87
2020-01-14,118376,78,90,88,86
2020-01-15,114482,78,90,86,86
2020-01-16,116479,78,90,87,87
2020-01-17,115385,75,89,88,86
2020-01-20,115528,73,91,88,87
2020-01-21,113761,67,89,88,85
2020-01-22,114629,70,90,88,88
2020-01-23,115557,70,91,89,88
2020-01-24,116028,65,86,87,88
2020-01-27,115190,45,82,85,85
2020-01-28,113770,50,82,84,85
2020-01-29,112570,47,83,85,85
2020-01-30,115371,36,81,84,84
2020-01-31,116674,32,77,83,84
2020-02-03,115662,35,79,83,85
2020-02-04,114381,44,79,83,85
2020-02-05,115309,46,82,83,86
2020-02-06,114977,38,80,84,85
2020-02-07,116518,27,74,82,84
2020-02-10,114586,20,62,78,82
2020-02-11,113681,25,68,79,83
2020-02-12,105718,33,70,81,82
2020-02-13,102984,32,71,79,81
2020-02-14,104172,31,65,78,82
2020-02-17,106625,34,64,78,82
2020-02-18,105537,36,63,78,82
2020-02-19,107224,41,65,76,82
2020-02-20,102233,34,59,75,80
2020-02-21,97997,32,56,68,76
2020-02-26,86067,12,27,59,70
2020-02-27,92214,7,20,51,66
2020-02-28,85171,5,18,46,60
2020-03-02,72583,16,27,54,65
2020-03-03,82678,14,26,54,63
2020-03-04,71168,20,31,56,62
2020-03-05,74617,10,16,36,55
2020-03-06,66895,6,12,31,49
2020-03-09,68332,3,3,12,33
2020-03-10,67069,3,5,20,42
2020-03-11,63570,2,3,12,33
2020-03-12,69729,3,3,5,17
2020-03-13,74956,3,2,8,25
2020-03-16,77710,2,1,2,11
2020-03-17,73429,2,1,3,13
2020-03-18,74640,2,1,1,8
2020-03-19,73020,2,1,1,8
2020-03-20,70967,2,1,2,8
2020-03-23,72253,4,2,3,6
2020-03-24,69538,7,2,2,9
2020-03-25,74073,11,2,4,14
2020-03-26,76358,20,2,5,18
2020-03-27,78625,14,2,4,14
2020-03-30,77682,20,2,5,14
2020-03-31,78836,21,3,4,12
2020-04-01,79918,17,2,4,13
2020-04-02,78831,22,2,4,12
2020-04-03,77812,22,2,4,11
2020-04-06,78990,31,3,4,13
2020-04-07,78973,45,3,6,15
2020-04-08,80687,56,3,6,15
2020-04-09,79673,60,3,3,14
2020-04-13,75331,67,4,6,13
2020-04-14,78239,85,6,6,17
2020-04-15,81312,83,6,6,17
2020-04-16,83171,82,5,7,15
2020-04-17,80506,80,4,6,15
2020-04-20,78876,81,6,9,16
2020-04-22,79471,85,8,8,20
2020-04-23,79064,77,8,8,19
2020-04-24,78119,49,8,9,14
2020-04-27,80263,60,10,9,16
2020-04-28,79065,73,10,10,18
2020-04-29,77872,77,10,11,18
2020-04-30,77772,70,9,10,16
2020-05-04,79011,55,10,10,17
2020-05-05,77557,55,10,10,18
2020-05-06,81194,43,11,10,18
2020-05-07,80742,32,13,11,18
2020-05-08,81319,36,15,11,18
2020-05-11,83027,29,14,11,18
2020-05-12,82173,28,16,11,18
2020-05-13,85663,28,17,12,18
2020-05-14,85469,29,19,13,18
2020-05-15,87946,29,20,13,18
2020-05-18,86949,44,26,12,20
2020-05-19,87403,43,29,12,20
2020-05-20,88620,50,31,12,20
2020-05-21,91046,62,36,13,22
2020-05-22,93002,59,37,12,20
2020-05-25,93829,79,46,14,25
2020-05-26,94637,80,50,14,25
2020-05-27,97645,85,67,19,26
2020-05-28,96747,85,68,19,26
2020-05-29,94686,81,68,19,26
2020-06-01,92795,84,78,20,26
2020-06-02,92376,85,87,24,30
2020-06-03,93531,87,92,26,35
2020-06-04,95547,88,94,26,36
2020-06-05,96125,89,94,30,39
2020-06-08,96572,90,95,38,45
2020-06-09,95336,88,95,38,44
2020-06-10,95975,85,94,31,41
2020-06-12,94377,85,93,27,39
2020-06-15,95983,81,92,26,34
2020-06-16,93834,80,93,26,36
2020-06-17,95735,83,94,32,40
2020-06-18,95056,84,95,34,42
2020-06-19,96203,83,94,41,44
2020-06-22,96235,84,94,42,44
2020-06-23,96765,84,95,44,48
2020-06-24,98937,71,94,41,43
2020-06-25,97761,72,94,43,44
2020-06-26,99770,56,92,37,39
2020-06-29,99160,61,94,43,44
2020-06-30,100032,60,93,45,44
2020-07-01,98697,61,93,49,46
2020-07-02,100440,61,91,47,46
2020-07-03,101791,65,92,52,48
2020-07-06,100553,78,94,58,51
2020-07-07,102888,73,93,57,51
2020-07-08,104426,80,94,62,53
2020-07-09,104310,78,92,63,53
2020-07-10,104290,74,93,63,52
2020-07-13,102293,66,90,60,49
2020-07-14,102382,69,88,61,50
2020-07-15,104477,70,92,67,52
2020-07-16,104109,64,91,64,53
2020-07-17,105605,74,92,70,55
2020-07-20,105009,78,92,74,56
2020-07-21,102912,75,89,72,54
2020-07-22,102830,69,88,70,53
2020-07-23,101216,52,88,66,51
2020-07-24,102802,51,87,68,52
2020-07-27,104126,52,87,68,51
2020-07-28,102776,51,86,68,52
2020-07-29,103444,50,89,73,53
2020-07-30,102174,54,85,72,55
2020-07-31,102118,43,81,68,55
2020-08-03,100461,38,76,69,52
2020-08-04,101353,30,70,64,50
2020-08-05,99595,34,75,68,53
2020-08-06,102065,45,77,75,54
2020-08-07,100854,42,76,76,52
2020-08-10,101468,40,74,73,51
2020-08-11,101521,38,74,78,50
2020-08-12,102298,34,65,76,48
2020-08-13,102118,26,53,69,46
2020-08-14,100627,29,56,73,48
2020-08-17,100624,20,42,64,42
2020-08-18,102143,27,51,74,45
2020-08-19,99369,28,45,73,44
2020-08-20,102168,35,46,76,46
2020-08-21,101911,43,51,81,48
2020-08-24,100721,48,52,79,48
2020-08-25,101242,53,54,79,49
2020-08-26,100050,38,47,77,45
2020-08-27,101292,36,41,76,45
2020-08-28,98835,43,46,77,47
2020-08-31,98363,36,39,73,43
2020-09-01,100275,48,47,77,46
2020-09-02,100298,50,46,80,50
2020-09-03,99676,40,43,76,46
2020-09-04,100098,45,43,77,45
2020-09-08,98290,41,40,80,43
2020-09-09,96991,43,44,76,45
2020-09-10,97294,35,37,71,42
2020-09-11,95735,24,31,66,40
2020-09-14,97012,40,38,73,43
2020-09-15,96999,35,37,68,41
2020-09-16,94666,35,36,69,42
2020-09-17,93580,33,35,66,41
2020-09-18,94603,25,30,62,39
2020-09-21,95479,16,25,54,37
2020-09-22,94016,19,27,53,37
2020-09-23,96089,18,23,49,35
2020-09-24,95615,18,23,50,36
2020-09-25,95526,19,24,51,36
2020-09-28,97920,14,21,42,33
2020-09-29,97483,14,21,40,33
2020-09-30,98503,19,20,43,33
2020-10-01,99334,27,26,45,35
2020-10-02,99054,26,24,42,33
2020-10-05,98309,29,27,45,35
2020-10-06,98658,32,28,44,36
2020-10-07,100540,36,27,46,35
2020-10-08,100552,45,31,49,36
2020-10-09,101918,47,31,50,38
2020-10-13,101260,48,30,49,39
2020-10-14,101017,58,32,49,39
2020-10-15,99606,55,31,49,38
2020-10-16,95369,51,32,48,38
2020-10-19,96582,62,32,49,38
2020-10-20,93952,69,37,52,38
2020-10-21,95587,68,38,53,38
2020-10-22,97811,68,40,51,36
2020-10-23,100774,70,44,52,38
2020-10-26,100799,61,41,52,36
2020-10-27,103913,52,40,49,38
2020-10-28,105351,26,24,36,32
2020-10-29,104532,30,28,38,33
2020-10-30,102175,19,24,33,30
2020-11-03,104512,24,27,35,32
2020-11-04,106430,34,33,37,34
2020-11-05,107229,54,40,47,37
2020-11-06,106483,63,49,50,39
2020-11-09,106517,64,55,53,38
2020-11-10,107379,63,56,52,39
2020-11-11,109786,60,53,52,39
2020-11-12,110133,47,46,46,37
2020-11-13,110227,63,56,51,39
2020-11-16,110575,70,57,54,44
2020-11-17,108888,69,59,52,44
2020-11-18,111335,65,55,52,44
2020-11-19,111814,64,58,50,44
2020-11-23,112919,67,56,50,43
2020-11-24,113682,73,63,53,46
2020-11-25,113625,79,69,57,47
2020-11-26,113571,81,68,58,47
2020-11-27,112722,80,68,57,47
2020-11-30,114992,69,62,52,44
2020-12-01,115323,68,66,57,49
2020-12-02,114975,74,71,59,50
2020-12-03,116146,77,75,61,51
2020-12-04,117947,77,74,64,53
2020-12-07,118157,76,72,64,54
2020-12-08,117679,73,73,63,53
2020-12-09,116016,65,70,59,51
2020-12-10,116348,68,71,61,51
2020-12-11,117857,70,72,64,54
2020-12-14,119051,72,74,65,54
2020-12-15,119475,77,77,65,55
2020-12-16,119306,80,78,68,55
2020-12-17,118558,75,78,66,54
2020-12-18,119223,67,76,65,55
2020-12-21,119851,51,70,58,50
2020-12-22,121956,46,68,57,48
2020-12-23,125077,53,69,59,52
2020-12-28,122807,58,71,61,53
2020-12-29,123998,63,77,62,57
2020-12-30,122040,65,73,62,57
2021-01-04,123481,52,68,62,54
2021-01-05,120502,44,63,58,53
2021-01-06,121242,40,58,52,52
2021-01-07,120673,40,53,50,50
2021-01-08,119708,51,66,57,54
2021-01-11,118443,48,61,54,53
2021-01-12,117172,53,62,57,53
2021-01-13,116464,45,60,58,54
2021-01-14,115882,59,69,62,58
2021-01-15,119314,54,65,63,57
2021-01-18,116007,51,64,61,56
2021-01-19,117365,47,62,62,57
2021-01-20,118234,47,62,59,57
2021-01-21,119725,39,59,57,54
2021-01-22,119261,34,53,55,52
2021-01-26,119925,33,46,51,51
2021-01-27,119516,30,46,55,51
2021-01-28,119429,46,58,60,56
2021-01-29,118430,26,44,55,53
2021-02-01,119235,40,50,56,54
2021-02-02,119116,50,57,57,57
2021-02-03,120391,55,60,59,62
2021-02-04,119140,51,53,56,59
2021-02-05,118748,50,51,58,58
2021-02-08,112668,50,50,56,58
2021-02-09,115227,46,48,54,55
2021-02-10,115668,33,42,50,53
2021-02-11,112256,38,42,50,53
2021-02-12,110035,35,40,48,54
2021-02-17,110335,33,41,48,54
2021-02-18,111540,27,37,47,52
2021-02-19,111184,27,33,45,52
2021-02-22,112690,21,27,34,47
2021-02-23,115202,23,29,39,49
2021-02-24,110612,26,29,35,48
2021-02-25,111331,17,25,29,44
2021-02-26,112776,13,23,29,41
2021-03-01,114984,17,23,28,41
2021-03-02,114160,19,21,30,42
2021-03-03,114851,21,22,28,40
2021-03-04,114019,23,24,31,43
2021-03-05,116549,30,26,35,46
2021-03-08,114835,18,19,27,41
2021-03-09,116222,22,23,27,41
2021-03-10,114979,28,24,31,42
2021-03-11,113262,36,27,35,48
2021-03-12,112064,38,26,35,49
2021-03-15,113750,50,29,39,52
2021-03-16,114781,43,28,36,49
2021-03-17,115419,64,35,41,54
2021-03-18,116850,53,29,38,51
2021-03-19,116634,66,36,44,54
2021-03-22,115253,66,35,44,53
2021-03-23,117518,62,34,43,54
2021-03-24,117499,50,30,38,50
2021-03-25,117624,63,35,44,52
2021-03-26,118313,61,35,43,51
2021-03-29,117670,54,35,42,50
2021-03-30,118812,69,41,47,54
2021-03-31,119297,69,41,46,53
2021-04-01,120295,63,41,44,52
2021-04-05,120701,72,43,47,54
2021-04-06,121114,77,50,50,55
2021-04-07,120934,70,48,50,54
2021-04-08,120062,72,51,51,54
2021-04-09,119371,72,52,50,54
2021-04-12,120530,74,54,52,53
2021-04-13,120595,73,56,52,54
2021-04-14,119388,68,56,48,55
2021-04-15,121053,70,60,52,56
2021-04-16,120066,72,60,57,57
2021-04-19,118894,74,60,55,57
2021-04-20,119209,74,59,54,57
2021-04-22,117712,67,58,52,55
2021-04-23,119564,72,65,52,56
2021-04-26,119921,66,62,53,57
2021-04-27,122038,57,59,50,55
2021-04-28,121909,63,61,50,54
2021-04-29,122964,61,61,51,54
2021-04-30,119710,56,57,48,50
2021-05-03,120706,56,60,51,52
2021-05-04,121881,51,58,49,48
2021-05-05,122938,56,61,52,52
2021-05-06,122980,55,58,51,52
2021-05-07,122636,63,62,55,53
2021-05-10,122701,57,62,54,52
2021-05-11,122592,56,62,53,51
2021-05-12,124032,44,56,50,48
2021-05-13,122988,46,61,52,52
2021-05-14,123989,55,66,57,53
2021-05-17,124367,58,69,60,53
2021-05-18,125561,56,69,59,54
2021-05-19,126216,53,66,57,54
2021-05-20,128267,57,69,58,54
2021-05-21,129601,56,65,57,52
2021-05-24,130126,59,68,57,53
2021-05-25,130776,57,68,57,53
2021-05-26,129787,60,70,60,55
2021-05-27,129907,63,75,61,57
2021-05-28,130076,68,74,59,57
2021-05-31,129441,67,74,59,56
2021-06-01,130208,77,78,66,57
2021-06-02,130091,78,78,66,57
2021-06-04,129259,77,78,68,59
2021-06-07,128057,75,78,67,59
2021-06-08,128405,71,77,68,59
2021-06-09,129265,71,77,66,59
2021-06-10,128767,74,77,68,59
2021-06-11,128428,68,75,64,57
2021-06-14,129514,67,75,67,57
2021-06-15,127256,69,76,67,58
2021-06-16,127429,64,73,68,57
2021-06-17,127327,57,70,65,56
2021-06-18,126802,55,71,66,56
2021-06-21,125666,55,71,65,56
2021-06-22,127622,54,67,67,55
2021-06-23,126920,53,66,66,55
2021-06-24,125095,56,69,67,55
2021-06-25,127019,45,63,64,54
2021-06-28,125428,42,61,65,56
2021-06-29,127594,43,58,62,55
2021-06-30,128168,44,59,62,54
2021-07-01,128407,37,56,59,52
2021-07-02,127468,46,58,63,54
2021-07-05,125960,42,58,64,53
2021-07-06,124395,37,45,56,52
2021-07-07,125401,39,51,60,53
2021-07-08,125929,32,46,57,52
2021-07-12,126147,40,50,59,54
2021-07-13,125053,44,52,59,54
2021-07-14,126004,41,54,61,55
2021-07-15,124612,35,49,59,55
2021-07-16,126286,33,42,56,52
2021-07-19,125675,24,38,52,51
2021-07-20,121801,27,40,53,53
2021-07-21,122516,30,39,53,53
2021-07-22,123577,35,40,55,53
2021-07-23,121801,27,37,52,52
2021-07-26,121633,26,34,49,51
2021-07-27,122810,20,31,44,48
2021-07-28,123019,23,34,48,48
2021-07-29,122202,24,34,45,47
2021-07-30,122056,15,26,42,45
2021-08-02,120701,21,28,43,46
2021-08-03,121194,20,30,43,45
2021-08-04,119180,15,26,40,44
2021-08-05,117904,14,22,37,42
2021-08-06,116643,14,21,37,42
2021-08-09,117165,21,24,40,41
2021-08-10,118053,20,25,39,41
2021-08-11,117472,22,25,39,42
2021-08-12,120211,19,21,36,40
2021-08-13,120818,19,18,33,40
2021-08-16,118724,15,15,27,37
2021-08-17,120678,10,11,21,33
2021-08-18,119740,11,11,21,34
2021-08-19,118781,18,14,25,38
2021-08-20,119396,25,18,27,38
2021-08-23,116677,25,19,29,38
2021-08-24,116933,36,22,34,42
2021-08-25,117869,41,23,36,42
2021-08-26,113413,33,18,29,39
2021-08-27,115361,45,20,32,40
2021-08-30,114286,40,20,31,40
2021-08-31,116404,38,20,28,39
2021-09-01,116181,41,22,29,40
2021-09-02,115063,28,18,27,37
2021-09-03,113794,28,20,26,37
2021-09-06,111439,36,22,26,37
2021-09-08,108844,17,13,19,32
2021-09-09,110250,26,17,23,35
2021-09-10,112282,25,17,22,35
2021-09-13,114064,40,20,26,36
2021-09-14,113283,41,23,28,36
2021-09-15,113583,37,22,26,36
2021-09-16,110124,32,22,26,35
2021-09-17,111107,27,20,22,34
2021-09-20,110979,16,16,17,31
2021-09-21,112900,24,15,19,31
2021-09-22,110393,31,19,20,35
2021-09-23,110458,39,21,22,36
2021-09-24,110560,33,21,22,34
2021-09-27,110585,38,23,22,34
2021-09-28,112833,24,18,18,32
2021-09-29,112180,28,18,20,32
2021-09-30,113456,31,19,21,32
2021-10-01,113185,43,22,24,34
2021-10-04,114648,28,20,19,31
2021-10-05,114428,27,20,18,29
2021-10-06,110673,24,18,16,27
2021-10-07,110786,24,18,16,27
2021-10-08,107735,32,18,18,30
2021-10-11,106296,34,19,17,27
2021-10-13,108715,45,25,20,29
2021-10-14,106420,43,24,19,29
2021-10-15,106363,54,27,21,32
2021-10-18,105705,56,29,21,30
2021-10-19,103501,31,22,17,27
2021-10-20,105551,32,21,17,26
2021-10-21,105617,17,16,13,22
2021-10-22,103412,12,15,11,18
2021-10-25,104824,21,18,15,23
2021-10-26,104781,14,15,11,19
2021-10-27,105535,15,15,11,20
2021-10-28,105968,12,11,10,18
2021-10-29,107725,15,10,10,17
2021-11-01,106312,17,14,11,19
2021-11-03,104508,27,18,13,21
2021-11-04,102945,19,13,12,18
2021-11-05,102524,25,18,11,18
2021-11-08,103035,27,19,13,17
2021-11-09,102122,30,20,14,19
2021-11-10,103663,39,22,15,21
2021-11-11,104514,58,27,18,24
2021-11-12,105811,47,24,13,23
2021-11-16,102224,29,16,12,19
2021-11-17,102814,21,11,9,14
2021-11-18,101915,26,11,9,14
2021-11-19,100775,34,14,9,15
2021-11-22,104466,25,13,10,13
2021-11-23,105070,28,15,10,14
2021-11-24,106859,29,16,11,15
2021-11-25,107558,36,21,13,17
2021-11-26,108096,24,16,11,15
2021-11-29,106291,25,16,11,15
2021-11-30,107758,21,14,11,15
2021-12-01,107383,19,12,10,15
2021-12-02,106760,26,19,13,16
2021-12-03,107370,34,22,15,18
2021-12-06,108212,41,26,15,19
2021-12-07,107201,46,28,15,18
2021-12-08,105020,60,33,17,19
2021-12-09,105500,52,29,16,19
2021-12-10,105244,63,36,16,19
2021-12-13,104891,63,33,16,20
2021-12-14,105531,52,28,14,18
2021-12-15,104864,57,32,17,19
2021-12-16,104107,52,30,16,18
2021-12-17,104822,60,34,16,19
2021-12-20,103922,42,25,14,17
2021-12-21,103514,40,23,14,17
2021-12-22,101006,39,26,14,17
2021-12-23,101561,34,25,14,18
2021-12-27,102719,42,29,16,18
2021-12-28,101945,42,32,17,18
2021-12-29,103779,40,28,16,18
2021-12-30,105686,50,36,18,18
2022-01-03,105530,31,25,16,17
2022-01-04,106928,22,21,16,16
2022-01-05,106692,14,17,13,11
2022-01-06,106522,13,16,13,12
2022-01-07,108013,16,18,15,14
2022-01-10,109102,18,17,14,13
2022-01-11,108942,21,19,16,14
2022-01-12,107752,27,22,17,16
2022-01-13,109845,27,21,19,17
2022-01-14,111573,32,24,20,17
2022-01-17,112315,32,23,18,17
2022-01-18,111478,32,23,17,17
2022-01-19,112388,40,29,20,18
2022-01-20,113147,62,39,22,18
2022-01-21,112161,61,41,22,17
2022-01-24,111696,56,37,20,17
2022-01-25,112245,65,44,24,18
2022-01-26,111996,70,48,28,20
2022-01-27,112234,76,53,30,20
2022-01-28,112461,77,56,31,21
2022-01-31,113359,82,68,38,24
2022-02-01,113572,88,68,38,24
2022-02-02,113807,84,64,35,21
2022-02-03,114660,77,61,35,20
2022-02-04,115181,68,55,32,20
2022-02-07,113528,68,54,32,20
2022-02-08,112768,63,54,33,21
2022-02-09,111725,63,56,34,20
2022-02-10,112892,64,58,35,22
2022-02-11,112008,51,53,32,22
2022-02-14,111592,50,54,32,21
2022-02-15,113142,63,63,39,23
2022-02-16,115174,63,64,37,22
2022-02-17,115166,51,57,35,21
2022-02-18,114474,46,51,33,19
2022-02-21,111593,24,39,27,18
2022-02-22,111203,33,45,32,19
2022-02-23,113900,34,45,31,19
2022-02-24,113663,33,44,29,20
2022-02-25,111713,30,43,27,20
2022-03-02,109928,34,42,30,20
2022-03-03,108959,39,45,33,21
2022-03-04,111112,31,40,30,19
2022-03-07,113076,25,32,26,19
2022-03-08,115311,27,31,27,18
2022-03-09,116155,40,44,34,20
2022-03-10,117272,38,42,33,20
2022-03-11,117457,27,36,28,20
2022-03-14,119053,24,32,27,21
2022-03-15,119081,24,31,29,19
2022-03-16,118738,32,34,29,20
2022-03-17,120014,38,41,34,24
2022-03-18,120260,60,50,41,25
2022-03-21,119999,58,49,39,25
2022-03-22,121570,72,55,43,28
2022-03-23,121280,77,59,46,28
2022-03-24,118885,80,68,51,31
2022-03-25,118228,81,70,54,30
2022-03-28,118862,81,69,53,32
2022-03-29,118322,84,76,59,34
2022-03-30,116953,82,75,57,31
2022-03-31,116147,78,70,54,32
2022-04-01,116782,80,75,60,33
2022-04-04,116182,79,75,60,33
2022-04-05,115687,73,68,57,31
2022-04-06,115057,62,59,50,30
2022-04-07,114344,57,59,48,30
2022-04-08,111078,49,54,48,30
2022-04-11,110685,38,48,43,28
2022-04-12,108213,36,48,43,28
2022-04-13,109349,39,49,45,28
2022-04-14,109919,29,48,43,27
2022-04-18,107876,31,45,42,27
2022-04-19,106639,28,45,44,27
2022-04-20,106528,26,44,45,27
2022-04-22,108344,15,36,40,24
2022-04-25,105304,18,37,40,24
2022-04-26,105135,13,31,34,21
2022-04-27,103250,17,30,34,22
2022-04-28,103110,22,33,36,22
2022-04-29,104397,18,27,30,21
2022-05-02,105688,13,24,27,20
2022-05-03,106924,16,22,27,19
2022-05-04,108233,27,30,35,21
2022-05-05,108789,21,24,29,19
2022-05-06,106247,17,22,24,17
2022-05-09,107005,13,17,22,17
2022-05-10,108488,13,18,24,16
2022-05-11,110346,14,19,24,17
2022-05-12,110581,22,25,28,18
2022-05-13,110580,35,27,29,21
2022-05-16,111890,39,31,33,21
2022-05-17,111942,48,33,35,22
2022-05-18,111032,35,28,31,20
2022-05-19,111351,39,28,31,20
2022-05-20,111360,43,30,32,20
2022-05-23,112393,54,36,35,21
2022-05-24,111102,52,33,35,21
2022-05-25,110186,53,36,36,21
2022-05-26,110070,63,38,39,22
2022-05-27,108368,63,40,39,23
2022-05-30,107094,64,36,37,22
2022-05-31,105481,57,37,36,23
2022-06-01,102598,51,34,37,22
2022-06-02,102063,61,37,38,23
2022-06-03,102807,52,33,36,21
2022-06-06,99825,37,30,33,21
2022-06-07,99853,29,26,30,21
2022-06-08,99685,23,23,30,21
2022-06-09,99522,18,20,27,21
2022-06-10,98080,15,17,24,20
2022-06-13,98672,7,12,21,17
2022-06-14,100764,7,10,20,17
2022-06-15,100591,8,13,22,18
2022-06-17,99622,8,10,20,17
2022-06-20,98542,7,10,18,16
2022-06-21,98954,7,9,16,14
2022-06-22,98609,6,10,15,14
2022-06-23,98295,9,10,15,14
2022-06-24,98719,10,9,15,14
2022-06-27,100730,14,12,18,15
2022-06-28,100289,14,11,17,14
2022-06-29,98212,10,8,15,14
2022-06-30,98271,12,10,15,13
2022-07-01,97881,17,10,15,14
2022-07-04,96121,15,10,13,13
2022-07-05,96551,19,8,13,13
2022-07-06,96916,31,10,14,13
2022-07-07,98245,42,14,16,14
2022-07-08,98287,44,16,19,15
2022-07-11,99033,38,12,16,15
2022-07-12,98925,42,16,16,14
2022-07-13,100270,44,17,17,15
2022-07-14,99772,38,15,13,14
2022-07-15,101438,44,17,15,15
2022-07-18,102597,37,15,16,14
2022-07-19,103165,44,19,17,14
2022-07-20,102225,63,24,19,15
2022-07-21,103362,69,29,18,16
2022-07-22,103775,65,28,21,16
2022-07-25,105892,63,31,21,17
2022-07-26,106472,53,26,20,17
2022-07-27,108402,73,38,23,18
2022-07-28,108651,81,45,26,20
2022-07-29,110236,80,45,29,21
2022-08-01,109718,79,47,29,20
2022-08-02,112764,77,47,29,22
2022-08-03,113032,84,54,33,23
2022-08-04,113512,89,66,42,27
2022-08-05,113708,91,68,45,28
2022-08-08,113813,90,72,46,29
2022-08-09,111496,90,70,44,29
2022-08-10,110501,91,76,53,36
2022-08-11,112857,87,72,49,32
2022-08-12,112898,89,78,52,36
2022-08-15,113532,91,81,58,39
2022-08-16,112299,86,81,54,38
2022-08-17,112323,86,79,55,39
2022-08-18,110431,78,79,51,35
2022-08-19,109523,65,73,46,33
2022-08-22,110405,57,69,44,29
2022-08-23,110864,66,76,49,34
2022-08-24,112203,72,80,52,36
2022-08-25,109764,70,81,54,40
2022-08-26,109916,61,80,53,34
2022-08-29,112300,61,80,52,36
2022-08-30,113407,46,76,48,34
2022-08-31,110794,43,76,47,33
2022-09-01,110547,48,77,51,36
2022-09-02,109954,50,77,53,37
2022-09-05,109280,56,77,54,41
2022-09-06,111824,42,72,47,37
2022-09-08,112517,41,73,48,38
2022-09-09,111936,51,75,56,42
2022-09-12,114070,57,77,59,43
2022-09-13,111716,42,73,54,40
2022-09-14,109114,40,71,52,38
2022-09-15,108376,36,68,51,39
2022-09-16,108451,33,65,48,37
2022-09-19,107664,44,69,53,41
2022-09-20,110037,48,68,53,41
2022-09-21,116134,51,70,56,44
2022-09-22,116230,59,74,58,45
2022-09-23,117198,54,69,56,43
2022-09-26,117561,35,59,46,41
2022-09-27,116375,24,54,44,38
2022-09-28,115941,27,54,47,39
2022-09-29,114827,22,46,42,38
2022-09-30,114300,35,51,48,40
2022-10-03,112072,60,66,58,43
2022-10-04,113624,61,66,58,43
2022-10-05,115743,60,67,60,44
