Data,Valor,21,62,125,252
2022-10-06,116274,66,66,61,45
2022-10-07,117171,60,66,59,44
2022-10-10,119929,62,67,59,44
2022-10-11,116013,53,61,58,42
2022-10-13,114626,54,60,56,42
2022-10-14,112764,38,51,55,42
2022-10-17,114641,47,57,59,44
2022-10-18,114539,58,61,60,48
2022-10-19,116037,58,58,61,47
2022-10-20,116929,50,57,61,46
2022-10-21,116896,62,62,64,48
2022-10-24,118155,53,57,62,47
2022-10-25,115342,44,52,60,45
2022-10-26,116160,31,41,55,42
2022-10-27,113580,45,50,60,47
2022-10-28,109775,47,50,60,48
2022-10-31,112253,61,56,65,50
2022-11-01,113161,66,63,66,52
2022-11-03,110243,71,66,67,52
2022-11-04,109703,70,67,67,51
2022-11-07,108880,53,54,63,47
2022-11-08,109748,54,55,63,49
2022-11-09,109037,46,49,60,47
2022-11-10,108683,14,26,45,39
2022-11-11,111831,21,29,42,39
2022-11-14,108977,21,33,45,40
2022-11-16,108782,12,25,33,33
2022-11-17,110910,10,21,33,33
2022-11-18,112486,10,17,31,31
2022-11-21,110926,14,24,36,34
2022-11-22,111924,14,20,31,31
2022-11-23,109401,10,18,28,30
2022-11-24,109533,19,24,36,36
2022-11-25,109361,12,19,32,31
2022-11-28,107245,10,17,30,29
2022-11-29,107689,13,20,34,33
2022-11-30,105264,21,22,35,34
2022-12-01,103892,14,18,33,31
2022-12-02,103803,24,20,35,33
2022-12-05,103738,15,17,30,28
2022-12-06,102825,19,18,29,29
2022-12-07,104530,22,18,29,29
2022-12-08,106979,15,15,24,25
2022-12-09,107313,16,14,25,23
2022-12-12,107317,12,10,19,21
2022-12-13,109698,11,10,18,20
2022-12-14,108738,14,11,20,19
2022-12-15,108347,16,12,21,21
2022-12-16,110237,16,12,20,19
2022-12-19,110031,22,11,20,23
2022-12-20,106376,34,16,25,26
2022-12-21,104166,40,17,26,26
2022-12-22,105334,44,19,25,28
2022-12-23,107518,67,23,28,30
2022-12-26,108836,59,25,29,29
2022-12-27,109227,43,19,24,26
2022-12-28,110912,67,27,30,30
2022-12-29,111763,64,27,29,30
2023-01-02,111877,32,17,25,28
2023-01-03,110916,22,12,21,26
2023-01-04,109213,24,12,20,26
2023-01-05,111439,47,15,22,29
2023-01-06,112452,60,18,25,29
2023-01-09,113006,60,21,26,30
2023-01-10,112301,76,30,33,35
2023-01-11,111709,83,40,36,38
2023-01-12,113028,80,33,32,38
2023-01-13,114195,67,29,30,35
2023-01-16,114109,56,28,30,33
2023-01-17,112502,65,34,33,35
2023-01-18,111888,68,37,36,37
2023-01-19,113532,72,40,38,36
2023-01-20,112303,63,36,37,36
2023-01-23,109935,61,37,33,34
2023-01-24,108490,72,48,38,38
2023-01-25,108456,83,53,41,42
2023-01-26,107920,81,55,40,42
2023-01-27,109882,74,50,37,38
2023-01-30,107783,62,48,39,40
2023-01-31,108150,74,57,43,42
2023-02-01,108846,69,56,41,41
2023-02-02,107659,58,55,40,41
2023-02-03,109442,36,46,31,37
2023-02-06,109905,34,46,30,37
2023-02-07,109303,26,45,27,34
2023-02-08,107152,36,50,33,39
2023-02-09,107720,21,38,26,34
2023-02-10,105873,26,40,30,36
2023-02-13,105711,33,40,33,36
2023-02-14,104932,25,36,30,34
2023-02-15,104385,37,46,36,38
2023-02-16,103326,38,48,34,37
2023-02-17,103866,37,46,32,38
2023-02-22,104700,28,40,28,37
2023-02-23,104228,25,42,29,35
2023-02-24,106540,20,36,27,34
2023-02-27,105071,24,35,28,33
2023-02-28,103618,22,36,25,33
2023-03-01,103121,16,31,24,31
2023-03-02,102932,16,29,24,29
2023-03-03,102675,18,28,21,30
2023-03-06,103435,27,32,25,30
2023-03-07,101982,29,34,24,30
2023-03-08,100923,57,45,33,37
2023-03-09,100998,57,46,32,34
2023-03-10,100221,42,39,29,33
2023-03-13,97926,45,38,28,33
2023-03-14,98829,41,37,25,30
2023-03-15,99670,45,38,28,30
2023-03-16,101185,50,41,29,32
2023-03-17,101793,37,33,22,26
2023-03-20,103713,22,25,17,24
2023-03-21,101882,22,22,18,21
2023-03-22,101506,24,24,18,21
2023-03-23,101869,12,15,14,17
2023-03-24,100978,21,22,17,20
2023-03-27,100822,26,26,20,24
2023-03-28,101847,40,29,23,28
2023-03-29,106214,40,29,24,26
2023-03-30,106890,57,37,29,33
2023-03-31,106458,48,32,27,30
2023-04-03,106279,34,26,24,26
2023-04-04,106016,43,29,26,29
2023-04-05,106163,37,25,25,26
2023-04-06,103913,37,27,24,28
2023-04-10,104367,43,25,26,29
2023-04-11,103947,73,49,37,39
2023-04-12,103220,81,51,44,41
2023-04-13,102312,78,53,47,41
2023-04-14,102923,77,53,45,41
2023-04-17,104432,77,50,46,41
2023-04-18,101927,72,48,42,41
2023-04-19,101797,49,42,32,35
2023-04-20,102174,54,43,36,37
2023-04-24,105148,55,40,36,36
2023-04-25,106042,46,39,35,33
2023-04-26,107114,43,41,34,34
2023-04-27,107448,50,44,38,37
2023-04-28,108256,66,51,43,40
2023-05-02,108464,48,45,38,34
2023-05-03,109029,54,50,40,34
2023-05-04,108194,59,52,43,38
2023-05-05,109460,75,59,53,46
2023-05-08,110108,76,62,53,46
2023-05-09,110745,79,68,56,49
2023-05-10,110213,80,71,61,48
2023-05-11,109929,83,74,64,50
2023-05-12,108800,78,74,63,51
2023-05-15,110054,81,75,64,53
2023-05-16,110906,70,68,61,50
2023-05-17,110333,77,72,65,55
2023-05-18,108967,82,78,68,59
2023-05-19,108335,86,81,70,61
2023-05-22,110565,87,85,69,62
2023-05-23,112558,85,81,68,61
2023-05-24,112696,79,77,67,60
2023-05-25,114610,82,80,70,63
2023-05-26,115488,82,83,72,64
2023-05-29,117019,83,84,72,64
2023-05-30,117336,72,78,69,62
2023-05-31,116743,64,78,69,61
2023-06-01,119069,71,82,72,65
2023-06-02,119221,81,86,76,65
2023-06-05,118758,80,86,76,66
2023-06-06,119858,90,90,81,67
2023-06-07,119622,92,90,81,68
2023-06-09,120420,92,90,84,70
2023-06-12,118934,92,91,83,71
2023-06-13,118977,82,90,80,69
2023-06-14,118243,89,91,83,71
2023-06-15,117523,89,92,84,72
2023-06-16,116681,85,92,83,72
2023-06-19,118383,86,93,86,73
2023-06-20,118087,86,90,86,73
2023-06-21,119673,85,90,85,75
2023-06-22,119076,77,87,81,70
2023-06-23,119549,81,88,82,72
2023-06-26,117426,69,86,81,70
2023-06-27,118898,56,83,77,68
2023-06-28,117942,42,82,76,68
2023-06-29,117220,63,84,79,70
2023-06-30,117666,70,85,78,72
2023-07-03,119264,70,87,82,73
2023-07-04,117711,68,87,82,74
2023-07-05,118219,69,87,84,76
2023-07-06,117841,54,84,81,72
2023-07-07,117552,66,86,84,75
2023-07-10,118083,58,85,82,73
2023-07-11,120217,50,81,81,71
2023-07-12,121342,46,78,80,71
2023-07-13,122008,57,81,80,72
2023-07-14,122560,34,77,78,69
2023-07-17,119990,42,77,78,69
2023-07-18,120187,42,76,80,69
2023-07-19,121943,41,72,78,67
2023-07-20,121248,45,73,78,68
2023-07-21,120859,57,77,81,70
2023-07-24,120586,64,81,84,72
2023-07-25,119508,68,82,83,75
2023-07-26,119380,68,82,84,74
2023-07-27,119090,55,80,83,74
2023-07-28,118409,62,80,84,72
2023-07-31,118350,70,81,87,73
2023-08-01,118065,69,81,87,75
2023-08-02,116810,69,80,85,73
2023-08-03,116171,66,77,85,74
2023-08-04,115592,67,77,85,75
2023-08-07,114982,61,73,84,74
2023-08-08,115409,58,69,84,73
2023-08-09,114429,51,65,79,69
2023-08-10,116156,51,64,81,72
2023-08-11,118135,45,64,80,71
2023-08-14,117026,38,56,78,69
2023-08-15,115837,36,55,78,69
2023-08-16,117121,36,52,74,66
2023-08-17,118404,24,46,70,64
2023-08-18,117535,25,48,73,65
2023-08-21,115742,21,40,70,64
2023-08-22,117893,29,46,74,68
2023-08-23,117777,38,50,76,70
2023-08-24,117331,38,49,73,66
2023-08-25,115985,27,41,69,65
2023-08-28,115313,27,42,72,66
2023-08-29,116883,40,47,76,69
2023-08-30,117968,37,43,74,68
2023-08-31,118176,21,33,65,61
2023-09-01,119392,38,41,71,64
2023-09-04,118758,38,40,69,64
2023-09-05,118288,32,36,68,62
2023-09-06,117846,24,33,63,61
2023-09-08,118695,22,30,60,60
2023-09-11,116145,37,35,66,62
2023-09-12,116009,52,42,68,65
2023-09-13,115925,58,43,71,65
2023-09-14,114193,58,41,73,66
2023-09-15,114327,51,41,69,68
2023-09-18,115731,46,38,65,63
2023-09-19,116565,38,36,63,62
2023-09-20,115057,45,38,64,64
2023-09-21,113419,30,30,60,61
2023-09-22,113607,28,29,53,61
2023-09-25,113284,28,26,50,61
2023-09-26,114170,17,23,48,57
2023-09-27,115156,12,21,45,54
2023-09-28,116737,25,24,50,59
2023-09-29,117051,31,31,53,63
2023-10-02,115754,20,24,46,57
2023-10-03,116534,12,18,37,52
2023-10-04,115908,19,21,39,54
2023-10-05,114060,19,18,37,50
2023-10-06,114004,15,18,36,50
2023-10-09,113155,20,21,40,51
2023-10-10,112785,40,34,45,58
2023-10-11,113762,39,33,44,57
2023-10-13,112830,25,24,37,50
2023-10-16,114777,28,23,37,50
2023-10-17,113301,24,19,30,48
2023-10-18,112532,12,15,24,44
2023-10-19,113144,17,14,24,45
2023-10-20,115053,16,14,24,45
2023-10-23,118160,26,18,29,46
2023-10-24,118487,33,22,32,48
2023-10-25,119268,25,18,27,46
2023-10-26,119099,46,26,38,48
2023-10-27,119012,27,16,28,45
2023-10-30,120636,15,12,21,42
2023-10-31,120376,20,14,24,44
2023-11-01,123328,36,22,29,46
2023-11-03,124576,74,43,41,57
2023-11-06,125062,68,42,39,55
2023-11-07,126095,79,49,47,61
2023-11-08,125607,82,50,44,61
2023-11-09,126035,75,49,44,58
2023-11-10,126576,81,55,49,61
2023-11-13,125542,78,56,47,62
2023-11-14,125683,89,67,57,69
2023-11-16,126538,91,72,64,73
2023-11-17,126101,90,70,62,72
2023-11-20,127331,91,72,63,74
2023-11-21,128103,89,66,57,70
2023-11-22,126803,82,64,58,71
2023-11-23,126903,84,69,60,70
2023-11-24,125623,76,64,54,70
2023-11-27,126010,77,64,56,69
2023-11-28,127094,82,67,60,70
2023-11-29,126916,76,68,57,70
2023-11-30,126403,72,68,59,70
2023-12-01,129465,79,73,62,73
2023-12-04,130842,69,68,58,70
2023-12-05,130197,72,71,61,70
2023-12-06,131084,67,69,60,70
2023-12-07,131851,71,74,62,73
2023-12-08,130804,70,76,63,73
2023-12-11,132182,65,73,63,72
2023-12-12,132753,66,74,63,73
2023-12-13,133533,85,82,72,76
2023-12-14,134194,86,86,74,77
2023-12-15,134185,79,84,73,77
2023-12-18,132697,84,86,75,77
2023-12-19,132834,86,86,76,78
2023-12-20,131226,84,86,73,78
2023-12-21,132023,84,86,76,78
2023-12-22,132427,86,88,76,80
2023-12-26,131447,86,88,78,81
2023-12-27,130841,88,90,80,80
2023-12-28,130649,83,89,83,81
2024-01-02,130988,60,81,69,79
2024-01-03,131521,62,81,70,78
2024-01-04,129294,43,78,66,74
2024-01-05,128524,49,80,70,76
2024-01-08,127316,58,81,75,80
2024-01-09,127636,51,81,73,78
2024-01-10,126602,45,76,71,77
2024-01-11,128263,33,77,70,75
2024-01-12,127816,40,80,73,77
2024-01-15,128169,40,79,73,76
2024-01-16,128967,27,72,65,74
2024-01-17,128503,25,67,64,73
2024-01-18,127402,17,55,60,69
2024-01-19,127752,21,58,64,70
2024-01-22,128481,16,50,56,66
2024-01-23,127182,24,58,62,70
2024-01-24,127593,21,54,62,67
2024-01-25,130416,24,53,62,68
2024-01-26,129608,27,56,62,68
2024-01-29,128217,24,52,60,66
2024-01-30,128026,17,42,53,65
2024-01-31,127018,25,50,57,66
2024-02-01,127804,29,50,60,64
2024-02-02,128726,23,42,56,62
2024-02-05,129036,25,36,53,62
2024-02-06,129916,41,44,56,65
2024-02-07,130032,49,46,58,66
2024-02-08,130241,33,37,52,64
2024-02-09,129419,34,38,53,62
2024-02-14,129609,26,32,45,60
2024-02-15,131689,30,31,48,61
2024-02-16,130155,41,35,50,62
2024-02-19,129020,41,37,51,62
2024-02-20,129180,60,44,56,65
2024-02-21,128341,56,44,53,65
2024-02-22,128098,62,47,58,65
2024-02-23,128890,54,41,57,64
2024-02-26,128340,53,42,56,65
2024-02-27,127071,70,56,64,68
2024-02-28,126124,66,50,60,68
2024-02-29,127668,59,44,60,66
2024-03-01,128006,61,50,59,67
2024-03-04,127690,50,44,55,64
2024-03-05,126742,53,47,56,65
2024-03-06,126954,54,48,58,64
2024-03-07,127529,50,46,57,64
2024-03-08,129125,56,48,56,64
2024-03-11,128159,50,44,56,64
2024-03-12,127027,64,48,60,65
2024-03-13,126931,64,53,61,65
2024-03-14,126863,64,52,58,64
2024-03-15,127691,54,50,56,62
2024-03-18,128106,49,47,56,61
2024-03-19,126990,50,48,57,61
2024-03-20,127549,67,60,66,65
2024-03-21,127318,63,54,65,65
2024-03-22,127428,49,49,58,62
2024-03-25,126795,45,47,58,63
2024-03-26,128857,43,46,56,62
2024-03-27,129890,49,47,58,62
2024-03-28,128054,54,50,61,65
2024-04-01,127396,42,46,57,62
2024-04-02,125946,44,46,57,62
2024-04-03,125334,36,43,57,61
2024-04-04,124389,41,44,58,61
2024-04-05,124171,38,46,56,61
2024-04-08,124196,46,51,58,63
2024-04-09,125124,58,58,59,65
2024-04-10,125573,40,48,55,61
2024-04-11,125148,38,47,53,60
2024-04-12,124741,18,33,48,56
2024-04-15,124646,14,28,40,47
2024-04-16,126526,11,24,37,46
2024-04-17,127352,9,24,34,45
2024-04-18,125924,10,22,32,45
2024-04-19,127122,17,25,36,46
2024-04-22,128509,16,26,35,48
2024-04-23,128466,16,23,32,48
2024-04-24,129210,13,22,31,46
2024-04-25,129481,16,22,30,46
2024-04-26,128188,25,29,36,48
2024-04-29,127600,35,33,38,49
2024-04-30,128155,21,26,32,46
2024-05-02,128515,38,30,37,49
2024-05-03,128028,58,42,45,53
2024-05-06,128284,54,37,40,52
2024-05-07,128151,55,35,40,50
2024-05-08,127751,59,34,41,51
2024-05-09,127412,51,32,33,49
2024-05-10,125650,43,30,33,45
2024-05-13,124729,49,30,34,47
2024-05-14,124306,54,33,34,48
2024-05-15,124496,57,36,38,49
2024-05-16,123780,60,40,40,50
2024-05-17,122707,56,36,41,50
2024-05-20,122098,57,38,42,50
2024-05-21,122032,54,40,40,52
2024-05-22,121802,36,30,30,46
2024-05-23,121407,30,29,29,45
2024-05-24,122899,26,27,29,41
2024-05-27,120767,26,29,28,41
2024-05-28,120760,17,23,26,40
2024-05-29,121635,12,20,24,36
2024-05-31,119936,9,17,21,34
2024-06-03,119568,14,18,24,35
2024-06-04,119662,13,15,24,33
2024-06-05,119138,10,14,20,33
2024-06-06,119630,23,18,24,34
2024-06-07,120261,10,12,21,29
2024-06-10,120446,8,11,17,28
2024-06-11,121341,14,17,21,30
2024-06-12,122637,8,12,17,28
2024-06-13,122331,9,12,16,28
2024-06-14,122641,10,14,17,27
2024-06-17,124308,8,11,15,24
2024-06-18,123907,12,10,15,25
2024-06-19,124718,18,13,14,26
2024-06-20,124787,21,14,14,25
2024-06-21,125662,32,19,17,27
2024-06-24,126164,51,23,21,32
2024-06-25,126267,51,24,21,30
2024-06-26,126548,52,22,20,30
2024-06-27,127108,76,33,24,36
2024-06-28,127218,65,28,23,33
2024-07-01,128294,62,29,25,33
2024-07-02,128897,59,35,23,34
2024-07-03,129321,79,44,30,39
2024-07-04,129110,87,56,38,42
2024-07-05,129450,89,58,41,44
2024-07-08,127652,89,58,38,42
2024-07-09,127616,92,61,42,44
2024-07-10,127860,93,64,43,44
2024-07-11,126590,90,72,46,50
2024-07-12,126423,94,77,49,49
2024-07-15,125954,93,77,50,50
2024-07-16,127492,92,74,49,49
2024-07-17,126954,88,74,52,52
2024-07-18,126139,69,58,40,43
2024-07-19,127652,59,58,39,43
2024-07-22,127395,67,65,43,46
2024-07-23,125854,46,52,38,41
2024-07-24,125270,33,47,34,37
2024-07-25,126267,29,45,34,36
2024-07-26,127514,38,54,35,40
2024-07-29,128661,28,41,33,37
2024-07-30,130615,22,37,31,37
2024-07-31,131116,28,48,35,38
2024-08-01,132398,28,45,36,40
2024-08-02,133318,31,49,33,38
2024-08-05,134153,22,44,32,36
2024-08-06,133953,25,43,32,37
2024-08-07,135778,45,56,41,43
2024-08-08,136087,57,62,49,47
2024-08-09,136464,69,70,60,50
2024-08-12,135173,72,69,58,50
2024-08-13,135608,74,73,58,53
2024-08-14,136889,74,71,61,54
2024-08-15,136776,74,70,61,54
2024-08-16,137344,70,68,58,54
2024-08-19,136041,83,77,65,60
2024-08-20,136004,81,76,66,58
2024-08-21,134981,81,78,68,60
2024-08-22,134353,71,73,61,57
2024-08-23,136111,80,77,67,60
2024-08-26,136502,78,77,65,60
2024-08-27,134572,74,74,66,60
2024-08-28,134737,73,75,64,58
2024-08-29,134320,55,70,60,57
2024-08-30,134677,57,68,61,58
2024-09-02,134029,49,66,60,57
2024-09-03,134882,42,64,56,55
2024-09-04,135118,60,69,62,57
2024-09-05,134960,57,69,63,59
2024-09-06,133748,48,66,59,56
2024-09-09,133123,42,62,57,54
2024-09-10,131065,39,64,59,56
2024-09-11,130568,42,65,60,56
2024-09-12,132156,33,62,58,55
2024-09-13,131586,47,69,62,56
2024-09-16,133010,50,69,62,57
2024-09-17,132730,51,66,63,57
2024-09-18,131816,47,64,63,56
2024-09-19,132495,35,55,57,54
2024-09-20,133515,14,40,46,47
2024-09-23,131672,15,37,44,48
2024-09-24,131792,22,39,50,50
2024-09-25,132018,16,37,45,46
2024-09-26,131512,16,36,46,46
2024-09-27,129962,22,38,49,49
2024-09-30,130353,20,34,46,48
2024-10-01,129992,20,33,48,45
2024-10-02,131005,32,41,56,48
2024-10-03,131043,25,34,47,44
2024-10-04,131750,27,34,48,45
2024-10-07,130793,29,34,50,45
2024-10-08,130499,29,34,49,46
2024-10-09,130362,19,29,42,41
2024-10-10,129721,20,29,42,39
2024-10-11,129233,19,28,41,39
2024-10-14,130067,30,31,45,43
2024-10-15,129893,34,32,46,43
2024-10-16,131213,43,38,45,45
2024-10-17,130730,37,34,44,44
2024-10-18,130639,38,30,40,40
2024-10-21,129713,38,32,40,41
2024-10-22,128121,28,25,37,37
2024-10-23,130515,29,24,35,37
2024-10-24,130661,44,29,38,38
2024-10-25,130341,36,24,36,35
2024-10-28,129682,50,30,39,38
2024-10-29,127830,42,26,37,37
2024-10-30,127874,46,30,41,41
2024-10-31,127698,47,26,36,40
2024-11-01,127734,29,21,34,33
2024-11-04,127792,60,35,42,41
2024-11-05,127768,66,40,43,42
2024-11-06,128197,65,41,48,38
2024-11-07,126922,45,30,41,37
2024-11-08,129126,30,25,36,37
2024-11-11,129036,35,28,38,34
2024-11-12,129922,34,29,34,34
2024-11-13,127669,33,29,34,33
2024-11-14,124610,26,25,36,33
2024-11-18,125668,28,25,33,32
2024-11-19,125236,34,29,36,35
2024-11-21,126139,29,24,33,30
2024-11-22,126087,40,31,37,35
2024-11-25,127858,47,36,38,33
2024-11-26,125946,55,46,45,40
2024-11-27,127210,29,28,34,33
2024-11-28,128228,16,19,26,25
2024-11-29,129593,21,21,28,27
2024-12-02,126042,21,22,26,25
2024-12-03,124612,23,25,28,27
2024-12-04,123560,22,24,26,26
2024-12-05,124698,26,27,28,27
2024-12-06,120772,25,22,26,26
2024-12-09,121188,26,24,28,25
2024-12-10,122102,33,31,30,28
2024-12-11,120767,48,34,33,32
2024-12-12,121078,22,24,25,26
2024-12-13,120269,17,20,22,24
2024-12-16,120283,17,18,20,22
2024-12-17,120125,17,18,20,24
2024-12-18,118533,9,14,17,20
2024-12-19,120022,8,15,18,20
2024-12-20,121163,14,16,18,22
2024-12-23,119625,7,12,18,20
2024-12-26,119781,11,10,14,18
2024-12-27,118856,12,11,15,19
2024-12-30,119007,12,12,14,18
2025-01-02,119299,11,11,14,17
2025-01-03,122650,10,10,11,17
2025-01-06,121234,17,10,13,17
2025-01-07,122350,26,13,14,18
2025-01-08,122543,18,12,12,17
2025-01-09,123338,21,12,14,17
2025-01-10,122972,13,10,13,17
2025-01-13,122483,14,11,12,17
2025-01-14,122447,20,13,13,17
2025-01-15,124862,57,20,18,18
2025-01-16,124056,42,15,15,18
2025-01-17,123432,51,18,17,17
2025-01-20,126913,60,19,17,18
2025-01-21,126135,65,20,18,19
2025-01-22,125970,70,24,18,20
2025-01-23,125147,59,22,19,20
2025-01-24,125534,64,24,20,21
2025-01-27,126225,81,39,22,26
2025-01-28,124619,73,33,21,25
2025-01-29,125572,71,33,21,24
2025-01-30,126522,88,50,29,29
2025-01-31,124380,80,49,29,33
2025-02-03,124850,80,48,27,30
2025-02-04,128219,74,45,26,29
2025-02-05,128869,68,41,28,29
2025-02-06,128532,73,50,32,33
2025-02-07,127309,58,37,26,28
2025-02-10,127601,63,49,29,29
2025-02-11,127128,71,55,33,31
2025-02-12,125401,54,45,26,28
2025-02-13,125980,61,47,29,31
2025-02-14,124769,77,69,41,39
2025-02-17,124799,81,73,44,41
2025-02-18,122799,79,70,44,37
2025-02-19,123047,64,61,37,36
2025-02-20,123358,63,64,37,34
2025-02-21,125035,56,60,36,34
2025-02-24,124519,34,49,30,31
2025-02-25,123507,42,53,30,33
2025-02-26,123864,26,48,28,29
2025-02-27,125637,28,50,30,28
2025-02-28,128957,17,40,24,26
2025-03-05,130834,22,41,26,23
2025-03-06,131475,26,46,29,26
2025-03-07,132508,45,54,35,32
2025-03-10,131955,40,48,36,31
2025-03-11,132345,36,48,34,28
2025-03-12,131321,36,52,36,30
2025-03-13,132068,48,56,37,32
2025-03-14,132520,68,63,48,39
2025-03-17,133149,74,69,51,43
2025-03-18,131902,77,70,52,44
2025-03-19,130260,84,76,54,44
2025-03-20,131147,76,72,53,44
2025-03-21,131190,75,71,54,41
2025-03-24,131141,69,68,52,42
2025-03-25,127256,75,71,56,43
2025-03-26,125588,74,76,57,43
2025-03-27,123932,77,80,58,45
2025-03-28,127796,68,72,54,45
2025-03-31,126355,60,65,49,39
2025-04-01,127682,65,70,56,40
2025-04-02,129454,65,69,56,43
2025-04-03,129245,71,70,60,47
2025-04-04,128317,47,60,51,39
2025-04-07,129650,30,54,48,35
2025-04-08,130464,28,52,46,35
2025-04-09,132216,51,61,52,40
2025-04-10,134580,45,57,52,38
2025-04-11,134739,52,62,52,40
2025-04-14,135016,59,66,55,45
2025-04-15,135093,62,68,60,46
2025-04-16,135067,61,65,60,47
2025-04-17,135134,67,69,62,48
2025-04-22,133491,70,73,68,53
2025-04-23,133516,75,75,69,56
2025-04-24,133398,85,81,76,61
2025-04-25,136232,81,79,75,61
2025-04-28,136512,83,78,73,60
2025-04-29,136563,82,79,72,60
2025-04-30,138963,75,75,72,61
2025-05-02,138423,80,80,74,64
2025-05-06,139334,70,71,69,60
2025-05-09,139187,69,69,70,57
2025-05-13,139636,77,79,73,60
2025-05-15,140110,72,79,75,62
2025-05-16,137881,76,81,76,60
2025-05-19,137273,76,78,75,62
2025-05-20,137824,73,79,76,63
2025-05-23,138136,65,72,72,62
2025-05-26,139541,63,73,75,62
2025-05-27,138888,79,80,76,64
2025-05-28,138534,75,78,75,63
2025-05-29,137027,71,79,75,63
2025-05-30,136787,63,78,75,64
2025-06-02,137546,56,73,74,63
2025-06-03,137002,64,77,76,65
2025-06-04,136236,60,75,73,64
2025-06-05,136102,54,73,72,64
2025-06-06,135699,46,71,72,65
2025-06-09,136436,41,72,73,64
2025-06-10,137128,49,72,76,65
2025-06-11,137800,46,72,76,65
2025-06-12,137213,45,72,76,65
2025-06-13,139256,40,67,74,63
2025-06-16,138840,53,76,78,66
2025-06-17,138717,51,72,75,66
2025-06-18,137116,52,72,74,65
2025-06-20,136551,34,68,71,63
2025-06-23,137165,30,66,71,63
2025-06-24,135767,46,68,71,64
2025-06-25,137114,33,65,69,62
2025-06-26,136866,42,66,70,65
2025-06-27,138855,43,65,70,65
2025-06-30,139549,62,69,72,66
2025-07-01,139051,59,70,73,66
2025-07-02,140928,44,62,72,65
2025-07-03,141478,60,69,74,65
2025-07-04,139490,62,68,74,65
2025-07-08,139303,54,66,74,65
2025-07-09,137481,36,54,70,64
2025-07-10,136743,34,48,68,65
2025-07-11,136187,28,43,66,63
2025-07-14,135299,23,40,63,62
2025-07-15,135250,28,43,65,61
2025-07-16,135511,28,45,65,60
2025-07-17,135565,29,42,64,60
2025-07-18,133382,17,30,59,56
2025-07-21,134167,18,30,59,59
2025-07-22,134036,18,28,59,59
2025-07-23,135368,26,37,62,62
2025-07-24,133808,21,31,57,61
2025-07-28,133524,13,25,56,54
2025-07-29,132129,16,25,60,56
2025-08-01,132726,27,26,54,55
2025-08-04,133990,27,25,54,55
2025-08-05,133071,31,25,54,55
2025-08-06,132437,46,31,57,56
2025-08-07,132971,59,39,65,58
2025-08-08,133151,54,43,60,57
2025-08-11,134538,51,38,57,57
2025-08-12,136528,62,48,60,57
2025-08-13,135913,56,43,56,56
2025-08-14,135623,55,45,56,56
2025-08-15,137914,56,48,57,57
2025-08-18,137321,60,50,57,59
2025-08-19,134432,45,31,54,57
